date,Ahvaz,Arak,Ardabil,Bandar `Abbas,Bandar-e Bushehr,Birjand,Bojnurd,Esfahan,Gorgan,Hamadan,Ilam,Karaj,Kermanshah,Kerman,Khorramabad,Mashhad,Orumiyeh,Qazvin,Qom,Rasht,Sanandaj,Sari,Semnan,Shahr-e Kord,Shiraz,Tabriz,Tehran,Yasuj,Yazd,Zahedan,Zanjan
1904-12-16 00:00:00,70.90000153,72.40000153,95.09999847,25.20000076,94.70000458,19.10000038,27.80000114,30.70000076,37.79999924,68.09999847,1.300000072,93.5,68.40000153,27.5,144.6999969,20.70000076,67,106.5999985,83.40000153,109.0999985,54.20000076,123,34.60000229,57.79999924,102.7000046,60.60000229,68,78.90000153,16.70000076,9.300000191,77
1905-01-16 00:00:00,56.79999924,62.79999924,49.5,38.90000153,9.400000572,30.5,22.70000076,25.70000076,29.20000076,58.10000229,11,54.60000229,65.59999847,39.5,60.79999924,21.30000114,43.79999924,54.60000229,60.79999924,146.5,54,63,29.60000038,48.5,41.40000153,33.10000229,43.60000229,43.29999924,22.20000076,22,43.20000076
1905-02-15 00:00:00,27.80000114,19.30000114,33.29999924,45.60000229,24.70000076,31.30000114,12.90000057,1.800000072,19.39999962,29,26.80000114,21.10000038,59.79999924,39,37.20000076,8.699999809,19.70000076,33.60000229,12.19999981,26.10000038,54.29999924,27.70000076,11.90000057,5.5,27.39999962,19.89999962,17.10000038,18.39999962,6.400000095,25.30000114,32.79999924
1905-03-16 00:00:00,42.79999924,73.90000153,75.30000305,35.20000076,29.10000038,36.40000153,50,40,34.70000076,65.40000153,105.7000046,50.79999924,84.70000458,57.70000076,65.59999847,39.79999924,47.40000153,55.40000153,60,87.40000153,78.20000458,46.10000229,33.79999924,91.80000305,85.09999847,54.10000229,44.70000076,93.30000305,40.20000076,20,57.40000153
1905-04-16 00:00:00,12.69999981,27.39999962,32.5,12.90000057,0,32.70000076,58,3.5,27.5,53.40000153,63.79999924,35.29999924,72.40000153,12.19999981,32.40000153,28.10000038,43.10000229,35.90000153,16.5,131.3000031,71.30000305,22.20000076,30.60000038,7,7.700000286,43,34.40000153,10.10000038,9,15.40000057,33.70000076
1905-05-16 00:00:00,9.100000381,25.89999962,82.5,5.200000286,6.5,10.10000038,41.20000076,6.400000095,19,39.5,203.1999969,28,38.40000153,26.39999962,46.79999924,19.70000076,38.40000153,47.60000229,14.19999981,181.5,43.29999924,12.5,28.89999962,37.70000076,33.5,65.09999847,27.5,74.30000305,7.700000286,7.800000191,59.29999924
1905-06-16 00:00:00,0,0.900000036,20.80000114,0.200000003,0,1.200000048,5,0,5.700000286,3.400000095,151.1000061,9.400000572,1.800000072,0,18.20000076,0.200000003,13.19999981,10.60000038,1.200000048,93.59999847,5.099999905,9.400000572,8.699999809,0,0.200000003,24.20000076,7.900000095,0.600000024,0.600000024,2.200000048,6.900000095
1905-07-16 00:00:00,0,0.5,92.59999847,0.900000036,0,0.600000024,7.200000286,0,10.80000019,1.899999976,785.6000366,9.400000572,1,0,78,0,5.700000286,36.40000153,1,11.69999981,2.400000095,24.70000076,6,0,1.200000048,31,7.200000286,0.800000012,0.600000024,3.700000048,45
1905-08-16 00:00:00,0,1.100000024,71.20000458,2.600000143,0,0.800000012,12.80000019,0.200000003,14.19999981,0.800000012,898.5,15.30000019,0.200000003,0,71.40000153,2.900000095,4.700000286,36.40000153,6.300000191,9.699999809,0.400000006,44.5,3.299999952,0.400000006,0.5,20.70000076,6.099999905,1.800000072,0.400000006,4.200000286,30.70000076
1905-09-16 00:00:00,0.100000001,0.200000003,26,0.699999988,0,0,0.100000001,0,5.700000286,0.300000012,576.1000366,21.80000114,0.5,0.400000006,62.90000153,0,3.600000143,34.10000229,6.099999905,0.200000003,0.400000006,36,0.600000024,0,0,8.5,5.400000095,0,0,0.300000012,18
1905-10-16 00:00:00,3.400000095,7,59.60000229,1.5,0,2.299999952,1.100000024,0,12.69999981,12.19999981,28.20000076,46.90000153,21.5,0.300000012,86.80000305,0.300000012,27.80000114,48.10000229,16.89999962,18.10000038,18.80000114,75.80000305,3.700000048,0,0.699999988,25.60000038,18.89999962,0.600000024,0.5,1.700000048,31.10000038
1905-11-16 00:00:00,18.30000114,14.69999981,51.79999924,5.5,2,8.100000381,11.90000057,1.399999976,21.70000076,25.10000038,2.200000048,43.29999924,48.29999924,24.70000076,101.0999985,6.200000286,21.60000038,63.79999924,18.89999962,48.79999924,42.20000076,72.30000305,7.200000286,2.600000143,7.300000191,20.89999962,23.60000038,5.800000191,2.200000048,4.200000286,47.60000229
1905-12-16 00:00:00,44.20000076,36,63.40000153,25.20000076,76.90000153,19.70000076,26.5,12,33.60000229,43.20000076,4.400000095,50.90000153,65.5,13.60000038,77.70000458,23.20000076,54.40000153,57.40000153,37.90000153,98.20000458,53,86.70000458,19.39999962,21.80000114,36.10000229,43.90000153,36.29999924,29.10000038,10.19999981,9.300000191,47.90000153
1906-01-16 00:00:00,85.90000153,94.09999847,35.60000229,38.90000153,71.59999847,30.89999962,40.40000153,47,41.79999924,60.90000153,16.89999962,52.40000153,64.90000153,54.5,47.90000153,23.60000038,28.89999962,42.90000153,87.90000153,70.20000458,53.79999924,70.59999847,27.80000114,94.70000458,110.7000046,23.80000114,43.5,97.80000305,34.20000076,22,30.80000114
1906-02-15 00:00:00,48.20000076,71.90000153,45,45.60000229,51.70000076,32.40000153,19.70000076,31,21.39999962,55,64.40000153,47.10000229,61.60000229,49.70000076,62.10000229,12.90000057,28.20000076,54.20000076,63.10000229,103.4000015,54.90000153,40.40000153,26.80000114,63.5,62.29999924,24.80000114,40.40000153,61.29999924,27.30000114,25.30000114,47.40000153
1906-03-16 00:00:00,20.60000038,36.40000153,32.40000153,35.20000076,16.89999962,38.79999924,65.5,9.5,38.70000076,54.79999924,24.39999962,46.90000153,85.20000458,119.3000031,57.90000153,58,36.29999924,52.29999924,29.20000076,103.5999985,78.20000458,49.20000076,32.29999924,17.80000114,15.5,31.39999962,40.79999924,17.80000114,14.60000038,20,42
1906-04-16 00:00:00,25.89999962,76.90000153,34.90000153,12.90000057,9,35,57.40000153,34.70000076,27.60000038,78.30000305,14.40000057,52.29999924,73.90000153,26.70000076,58.29999924,47.90000153,37.5,60.70000076,48.60000229,167.4000092,72.20000458,28.30000114,44.79999924,78.5,50.70000076,33.5,52.60000229,72.70000458,28.20000076,15.40000057,60.79999924
1906-05-16 00:00:00,8.100000381,72.80000305,30.39999962,5.200000286,1.800000072,11.30000019,118.5,32,31.30000114,65.20000458,108,41.40000153,39.20000076,24.30000114,43.79999924,45.79999924,39,42.90000153,42.40000153,92.59999847,43.29999924,20,46.20000076,89.5,15.19999981,44.20000076,42.10000229,58.70000076,29.20000076,7.800000191,40.79999924
1906-06-16 00:00:00,0,6,77.90000153,0.200000003,0,1.399999976,38.20000076,0.800000012,19.89999962,12.40000057,400.3000183,49.29999924,2.200000048,0.400000006,142.8000031,7.099999905,16.89999962,76.59999847,9.800000191,127.0999985,5.599999905,42.90000153,42.5,1.600000024,0.200000003,42,43.10000229,0.600000024,0.600000024,2.200000048,54.79999924
1906-07-16 00:00:00,0,0.5,48.60000229,0.900000036,0,0.600000024,7.300000191,0,6,1.899999976,668.7999878,8.199999809,1,0,35,1.800000072,6.400000095,20.5,1,103.3000031,2.299999952,12.40000057,6,0,1.200000048,27.30000114,6.5,0.800000012,0.600000024,3.700000048,21
1906-08-16 00:00:00,0,0.200000003,53.60000229,2.600000143,0,1.100000024,6.800000191,0,4.800000191,0.300000012,653.6000366,2.100000143,0.200000003,0,23.60000038,2.900000095,3.200000048,10.80000019,0.200000003,8,0.400000006,10.40000057,0.400000006,0,0.300000012,15.19999981,0.699999988,0.300000012,0.100000001,4.200000286,13.60000038
1906-09-16 00:00:00,0.100000001,0.100000001,66.30000305,0.699999988,0,0,0.600000024,0,8.699999809,0.100000001,227.1999969,6.099999905,0.5,0.100000001,62.40000153,0,4.800000191,26.39999962,0.400000006,4,0.400000006,51,0.100000001,0,0,13.19999981,1.300000072,0,0,0.300000012,25.30000114
1906-10-16 00:00:00,4.599999905,14.80000019,37.70000076,1.5,0,2.299999952,5.099999905,3.700000048,16,12.19999981,85.09999847,39.10000229,21.20000076,0,94.5,2.200000048,19.70000076,54.20000076,33.60000229,5.200000286,18.80000114,60.60000229,3.100000143,3.600000143,1.600000024,14.30000019,16.20000076,2.299999952,1.399999976,1.700000048,39.20000076
1906-11-16 00:00:00,53.60000229,75.80000305,69.59999847,5.5,49.10000229,8.300000191,15.80000019,36.20000076,32.20000076,57.29999924,4.5,102.9000015,51.60000229,13.80000019,180.4000092,8.400000572,38.20000076,111.5,107.8000031,19.30000114,43.29999924,139.6999969,17.39999962,66.5,63.60000229,34,58.90000153,65.80000305,13.30000019,4.200000286,72.40000153
1906-12-16 00:00:00,38.90000153,54.20000076,85.40000153,25.20000076,4.099999905,20.80000114,27.80000114,16.5,32.5,58.20000076,1.200000048,79.40000153,67.59999847,86.59999847,129,30.80000114,48.60000229,95.70000458,61.20000076,121.8000031,53.90000153,104.2000046,29.60000038,20.30000114,20.5,49.20000076,57.70000076,19.10000038,9.699999809,9.300000191,69.40000153
1907-01-16 00:00:00,38.79999924,22.10000038,40.10000229,38.90000153,5.599999905,30.60000038,42.60000229,2.200000048,34.70000076,30.70000076,5.400000095,22.60000038,63,82.80000305,38.10000229,27.10000038,32.10000229,34.60000229,15,161.1000061,53.40000153,51.60000229,12.10000038,2.600000143,19.10000038,26.70000076,17.5,11.19999981,6.900000095,22,34.29999924
1907-02-15 00:00:00,79.5,107.4000015,29.30000114,45.60000229,106,32.70000076,18.60000038,55.20000076,26.70000076,82.5,43,74.70000458,63.79999924,29.30000114,68.30000305,23.70000076,26,61.29999924,102.4000015,46.40000153,55.40000153,57.5,44.20000076,127.9000015,132.4000092,19.89999962,63,128.6999969,49.60000229,25.30000114,42
1907-03-16 00:00:00,31.20000076,64.40000153,63.90000153,35.20000076,3.900000095,36.60000229,67.59999847,32.90000153,35.60000229,60.10000229,100.0999985,47,84.40000153,77.59999847,63.40000153,59.5,50.60000229,55.20000076,51.29999924,129.4000092,78.20000458,41.40000153,30.80000114,67.09999847,37.70000076,54.79999924,41.10000229,52.60000229,34.20000076,20,55.70000076
